colony	treatment	tag	age	status	alive_at_sampling_time	measured_load_ng_per_uL	above_detection_threshold	REP_treat
colony05BP	pathogen.big	111	NA	treated	TRUE	6.35769954527185	TRUE	R5BP
colony12BP	pathogen.big	112	NA	untreated	TRUE	0.000723489112535	TRUE	R12BP
colony01SP	pathogen.small	19	NA	untreated	TRUE	0.12390290817609	TRUE	R1SP
colony05BP	pathogen.big	112	NA	untreated	TRUE	0.010303149463483	TRUE	R5BP
colony08BP	pathogen.big	109	NA	untreated	TRUE	0.086415669706023	TRUE	R8BP
colony12BP	pathogen.big	113	NA	untreated	TRUE	0.045976086371521	TRUE	R12BP
colony05BP	pathogen.big	113	NA	untreated	TRUE	0.011956387999881	TRUE	R5BP
colony08BP	pathogen.big	110	NA	untreated	TRUE	0.002879254140202	TRUE	R8BP
colony12BP	pathogen.big	114	NA	untreated	TRUE	0.038886602433123	TRUE	R12BP
colony05BP	pathogen.big	114	NA	untreated	TRUE	0.109299959241713	TRUE	R5BP
colony08BP	pathogen.big	111	NA	untreated	TRUE	0.007745268896807	TRUE	R8BP
colony08BP	pathogen.big	111	NA	untreated	TRUE	0.00674070001612	TRUE	R8BP
colony05BP	pathogen.big	115	NA	untreated	TRUE	1.2450305268212	TRUE	R5BP
colony08BP	pathogen.big	112	NA	untreated	TRUE	0.007640679800523	TRUE	R8BP
colony12BP	pathogen.big	115	NA	untreated	TRUE	0.01036530295291	TRUE	R12BP
colony05BP	pathogen.big	116	NA	untreated	TRUE	0.018385057818333	TRUE	R5BP
colony05BP	pathogen.big	117	NA	treated	TRUE	4.84484625694696	TRUE	R5BP
colony08BP	pathogen.big	113	NA	untreated	TRUE	0.006376553385218	TRUE	R8BP
colony12BP	pathogen.big	117	NA	untreated	TRUE	0.005092007093702	TRUE	R12BP
colony08BP	pathogen.big	114	NA	untreated	TRUE	0.009344799764958	TRUE	R8BP
colony12BP	pathogen.big	118	NA	untreated	TRUE	0.039190607897065	TRUE	R12BP
colony08BP	pathogen.big	115	NA	untreated	TRUE	0.182554271813875	TRUE	R8BP
colony08BP	pathogen.big	116	NA	untreated	TRUE	0.011235644771468	TRUE	R8BP
colony12BP	pathogen.big	119	NA	untreated	TRUE	0.005712431430101	TRUE	R12BP
colony08BP	pathogen.big	117	NA	treated	TRUE	7.90569399255921	TRUE	R8BP
colony12BP	pathogen.big	120	NA	untreated	TRUE	0.021158798368463	TRUE	R12BP
colony12BP	pathogen.big	121	NA	untreated	TRUE	0.009943768385984	TRUE	R12BP
colony08BP	pathogen.big	119	NA	untreated	TRUE	0.001387177385208	TRUE	R8BP
colony12BP	pathogen.big	122	NA	untreated	TRUE	0.000502705920432	TRUE	R12BP
colony08BP	pathogen.big	120	NA	untreated	TRUE	0.000604000780745	TRUE	R8BP
colony12BP	pathogen.big	123	NA	untreated	TRUE	0.006218161536034	TRUE	R12BP
colony05SP	pathogen.small	20	NA	untreated	TRUE	0.034055910826914	TRUE	R5SP
colony05SP	pathogen.small	21	NA	untreated	TRUE	0.004460812817849	TRUE	R5SP
colony02SP	pathogen.small	19	NA	untreated	TRUE	0.00053111736377	TRUE	R2SP
colony02SP	pathogen.small	21	NA	untreated	TRUE	0.001135975591843	TRUE	R2SP
colony11SP	pathogen.small	21	NA	untreated	TRUE	0.002243933591668	TRUE	R11SP
colony11SP	pathogen.small	22	NA	untreated	TRUE	0.007908315735956	TRUE	R11SP
colony11SP	pathogen.small	23	NA	treated	TRUE	1.45795459841304	TRUE	R11SP
colony07BP	pathogen.big	108	NA	untreated	TRUE	0.015964763891892	TRUE	R7BP
colony07SP	pathogen.small	17	NA	untreated	TRUE	0.00133181530063	TRUE	R7SP
colony11SP	pathogen.small	24	NA	untreated	TRUE	0.01336692465247	TRUE	R11SP
colony07BP	pathogen.big	109	NA	untreated	TRUE	0.000223181658206	FALSE	R7BP
colony11SP	pathogen.small	25	NA	untreated	TRUE	0.002323841482735	TRUE	R11SP
colony07BP	pathogen.big	110	NA	untreated	TRUE	0.004420918411186	TRUE	R7BP
colony07SP	pathogen.small	19	NA	untreated	TRUE	0.05647431865541	TRUE	R7SP
colony07BP	pathogen.big	111	NA	untreated	TRUE	0.000173480034562	FALSE	R7BP
colony07BP	pathogen.big	112	NA	untreated	TRUE	0.03573567584198	TRUE	R7BP
colony07BP	pathogen.big	113	NA	untreated	TRUE	0.000231697847947	FALSE	R7BP
colony07BP	pathogen.big	114	NA	untreated	TRUE	0.001905958762639	TRUE	R7BP
colony07BP	pathogen.big	115	NA	untreated	TRUE	0.001249624409805	TRUE	R7BP
colony03BP	pathogen.big	109	NA	treated	TRUE	3.28114935851697	TRUE	R3BP
colony03BP	pathogen.big	110	NA	untreated	TRUE	0.00202886897003	TRUE	R3BP
colony07BP	pathogen.big	116	NA	untreated	TRUE	0.012781887771384	TRUE	R7BP
colony03BP	pathogen.big	111	NA	treated	TRUE	0.96123372572394	TRUE	R3BP
colony07BP	pathogen.big	117	NA	untreated	TRUE	0.00056917524086	TRUE	R7BP
colony03BP	pathogen.big	112	NA	untreated	TRUE	0.007772630098334	TRUE	R3BP
colony07BP	pathogen.big	118	NA	untreated	TRUE	0.73703565857535	TRUE	R7BP
colony03BP	pathogen.big	113	NA	untreated	TRUE	0.002576855110209	TRUE	R3BP
colony07BP	pathogen.big	119	NA	treated	TRUE	6.73782923606445	TRUE	R7BP
colony07BP	pathogen.big	120	NA	untreated	TRUE	1.17839258212882	TRUE	R7BP
colony03BP	pathogen.big	115	NA	untreated	TRUE	0.114347585837303	TRUE	R3BP
colony07BP	pathogen.big	121	NA	untreated	TRUE	0.009570232749227	TRUE	R7BP
colony03BP	pathogen.big	116	NA	untreated	TRUE	0.010703479953215	TRUE	R3BP
colony07BP	pathogen.big	122	NA	untreated	TRUE	0.000200116316355	FALSE	R7BP
colony03BP	pathogen.big	117	NA	untreated	TRUE	0.000204950980333	FALSE	R3BP
colony07BP	pathogen.big	123	NA	untreated	TRUE	0.056009797176754	TRUE	R7BP
colony03BP	pathogen.big	118	NA	untreated	TRUE	0.000521413174199	TRUE	R3BP
colony07BP	pathogen.big	124	NA	untreated	TRUE	0.000340157460061	TRUE	R7BP
colony12BP	pathogen.big	124	NA	untreated	TRUE	0.137490597720171	TRUE	R12BP
colony03BP	pathogen.big	119	NA	untreated	TRUE	0.001689857174847	TRUE	R3BP
colony07BP	pathogen.big	125	NA	untreated	TRUE	0.125836027601496	TRUE	R7BP
colony03BP	pathogen.big	120	NA	untreated	TRUE	0.003574077784109	TRUE	R3BP
colony07BP	pathogen.big	126	NA	untreated	TRUE	0.185019498731923	TRUE	R7BP
colony12BP	pathogen.big	125	NA	untreated	TRUE	0.003455047321536	TRUE	R12BP
colony03BP	pathogen.big	121	NA	untreated	TRUE	0.006013744877787	TRUE	R3BP
colony07BP	pathogen.big	127	NA	untreated	TRUE	0.122479949887709	TRUE	R7BP
colony03BP	pathogen.big	122	NA	untreated	TRUE	0.00291430499054	TRUE	R3BP
colony12BP	pathogen.big	126	NA	untreated	TRUE	0.00249000947684	TRUE	R12BP
colony03BP	pathogen.big	123	NA	untreated	TRUE	0.046866767462776	TRUE	R3BP
colony08BP	pathogen.big	121	NA	untreated	TRUE	0.003345707731935	TRUE	R8BP
colony12BP	pathogen.big	127	NA	untreated	TRUE	0.027630643533416	TRUE	R12BP
colony03BP	pathogen.big	124	NA	untreated	TRUE	0.076519213940851	TRUE	R3BP
colony03BP	pathogen.big	124	NA	untreated	TRUE	0.066820619853239	TRUE	R3BP
colony12BP	pathogen.big	128	NA	treated	TRUE	0.190435100741036	TRUE	R12BP
colony03BP	pathogen.big	125	NA	untreated	TRUE	0.013464616862037	TRUE	R3BP
colony12BP	pathogen.big	129	NA	untreated	TRUE	0.002992533356488	TRUE	R12BP
colony01SP	pathogen.small	20	NA	untreated	TRUE	0.047560892966487	TRUE	R1SP
colony03BP	pathogen.big	126	NA	untreated	TRUE	0.001143849798469	TRUE	R3BP
colony08BP	pathogen.big	124	NA	treated	TRUE	2.37738763733978	TRUE	R8BP
colony12BP	pathogen.big	130	NA	untreated	TRUE	0.007518011747526	TRUE	R12BP
colony03BP	pathogen.big	127	NA	untreated	TRUE	0.00352578641435	TRUE	R3BP
colony08BP	pathogen.big	125	NA	treated	TRUE	6.13552881391616	TRUE	R8BP
colony12BP	pathogen.big	131	NA	untreated	TRUE	0.009737556711103	TRUE	R12BP
colony03BP	pathogen.big	128	NA	untreated	TRUE	0.403825742251506	TRUE	R3BP
colony12BP	pathogen.big	132	NA	untreated	TRUE	0.001102848863555	TRUE	R12BP
colony03BP	pathogen.big	129	NA	untreated	TRUE	0.000585328943833	TRUE	R3BP
colony08BP	pathogen.big	126	NA	treated	TRUE	2.81984346203676	TRUE	R8BP
colony03BP	pathogen.big	130	NA	untreated	TRUE	0.087109796666235	TRUE	R3BP
colony08BP	pathogen.big	127	NA	untreated	TRUE	0.003637747073462	TRUE	R8BP
colony12BP	pathogen.big	133	NA	untreated	TRUE	0.003282932852699	TRUE	R12BP
colony01SP	pathogen.small	21	NA	untreated	TRUE	0.003204335638356	TRUE	R1SP
colony03BP	pathogen.big	131	NA	untreated	TRUE	0.002631794651575	TRUE	R3BP
colony03BP	pathogen.big	132	NA	untreated	TRUE	0.005245827434009	TRUE	R3BP
colony03BP	pathogen.big	132	NA	untreated	TRUE	0.005263631775391	TRUE	R3BP
colony08BP	pathogen.big	128	NA	untreated	TRUE	0.000870292017298	TRUE	R8BP
colony12BP	pathogen.big	135	NA	untreated	TRUE	0.014938534692107	TRUE	R12BP
colony01SP	pathogen.small	22	NA	untreated	TRUE	0.007097624185252	TRUE	R1SP
colony03BP	pathogen.big	133	NA	untreated	TRUE	0.005008330727594	TRUE	R3BP
colony08BP	pathogen.big	129	NA	untreated	TRUE	0.001157673254537	TRUE	R8BP
colony12BP	pathogen.big	136	NA	untreated	TRUE	0.008695548865615	TRUE	R12BP
colony03BP	pathogen.big	134	NA	untreated	TRUE	0.269019647937794	TRUE	R3BP
colony08BP	pathogen.big	130	NA	untreated	TRUE	0.002032899925734	TRUE	R8BP
colony05BP	pathogen.big	118	NA	untreated	TRUE	0.092975816294848	TRUE	R5BP
colony08BP	pathogen.big	131	NA	untreated	TRUE	0.492781051598882	TRUE	R8BP
colony12BP	pathogen.big	137	NA	untreated	TRUE	0.055786742137349	TRUE	R12BP
colony05BP	pathogen.big	119	NA	untreated	TRUE	0.232265657325569	TRUE	R5BP
colony08BP	pathogen.big	132	NA	untreated	TRUE	0.000891338160099	TRUE	R8BP
colony12BP	pathogen.big	138	NA	untreated	TRUE	0.001323046170262	TRUE	R12BP
colony05BP	pathogen.big	120	NA	untreated	TRUE	0.582109919520408	TRUE	R5BP
colony12BP	pathogen.big	139	NA	untreated	TRUE	0.002497787569707	TRUE	R12BP
colony12BP	pathogen.big	139	NA	untreated	TRUE	0.002130075513869	TRUE	R12BP
colony05BP	pathogen.big	121	NA	untreated	TRUE	0.005811456615555	TRUE	R5BP
colony08BP	pathogen.big	133	NA	untreated	TRUE	0.001059385440545	TRUE	R8BP
colony05BP	pathogen.big	122	NA	untreated	TRUE	0.034437768320722	TRUE	R5BP
colony08BP	pathogen.big	134	NA	untreated	TRUE	0.010821712702687	TRUE	R8BP
colony05BP	pathogen.big	123	NA	untreated	TRUE	0.001755638111635	TRUE	R5BP
colony05BP	pathogen.big	124	NA	untreated	TRUE	0.028453782011821	TRUE	R5BP
colony12BP	pathogen.big	140	NA	untreated	TRUE	0.001135008202216	TRUE	R12BP
colony05BP	pathogen.big	125	NA	untreated	TRUE	0.014850292231432	TRUE	R5BP
colony05BP	pathogen.big	126	NA	untreated	TRUE	0.007056429387838	TRUE	R5BP
colony05BP	pathogen.big	127	NA	untreated	TRUE	0.003363876167661	TRUE	R5BP
colony05BP	pathogen.big	128	NA	treated	TRUE	1.24906488731461	TRUE	R5BP
colony05BP	pathogen.big	129	NA	untreated	TRUE	0.054695298897902	TRUE	R5BP
colony05BP	pathogen.big	130	NA	untreated	TRUE	0.010780527208237	TRUE	R5BP
colony05BP	pathogen.big	131	NA	untreated	TRUE	0.059494935769765	TRUE	R5BP
colony05BP	pathogen.big	132	NA	untreated	TRUE	0.143430000523312	TRUE	R5BP
colony05SP	pathogen.small	22	NA	untreated	TRUE	0.00281252570267	TRUE	R5SP
colony05BP	pathogen.big	133	NA	untreated	TRUE	0.000728240788577	TRUE	R5BP
colony05SP	pathogen.small	23	NA	untreated	TRUE	0.001314976525433	TRUE	R5SP
colony05BP	pathogen.big	134	NA	untreated	TRUE	0.006159918979626	TRUE	R5BP
colony05SP	pathogen.small	24	NA	untreated	TRUE	0.18207193174168	TRUE	R5SP
colony02SP	pathogen.small	22	NA	untreated	TRUE	0.007257440768	TRUE	R2SP
colony05BP	pathogen.big	135	NA	untreated	TRUE	0.008849831462333	TRUE	R5BP
colony02SP	pathogen.small	23	NA	untreated	TRUE	0.000691600024521	TRUE	R2SP
colony03BP	pathogen.big	135	NA	untreated	TRUE	1.07126027379227	TRUE	R3BP
colony05BP	pathogen.big	136	NA	untreated	TRUE	0.190053118434696	TRUE	R5BP
colony02SP	pathogen.small	24	NA	untreated	TRUE	0.001107431825095	TRUE	R2SP
colony05BP	pathogen.big	137	NA	untreated	TRUE	0.036267281230374	TRUE	R5BP
colony05BP	pathogen.big	139	NA	untreated	TRUE	0.00202420736179	TRUE	R5BP
colony05BP	pathogen.big	140	NA	untreated	TRUE	0.259271631174706	TRUE	R5BP
colony05BP	pathogen.big	141	NA	untreated	TRUE	0.00250602269658	TRUE	R5BP
colony07BP	pathogen.big	128	NA	untreated	TRUE	0.002536924251051	TRUE	R7BP
colony07SP	pathogen.small	20	NA	untreated	TRUE	0.008374347918179	TRUE	R7SP
colony05BP	pathogen.big	142	NA	untreated	TRUE	0.022395976339112	TRUE	R5BP
colony07BP	pathogen.big	129	NA	untreated	TRUE	0.000844184745216	TRUE	R7BP
colony07SP	pathogen.small	21	NA	untreated	TRUE	0.004321146594884	TRUE	R7SP
colony05BP	pathogen.big	143	NA	untreated	TRUE	0.016049259529452	TRUE	R5BP
colony07BP	pathogen.big	130	NA	untreated	TRUE	0.146285405534191	TRUE	R7BP
colony07SP	pathogen.small	22	NA	untreated	TRUE	0.000981341126859	TRUE	R7SP
colony05BP	pathogen.big	144	NA	untreated	TRUE	0.004385811883938	TRUE	R5BP
colony07BP	pathogen.big	131	NA	untreated	TRUE	0.002708476052226	TRUE	R7BP
colony07BP	pathogen.big	132	NA	untreated	TRUE	0.089597728607514	TRUE	R7BP
colony05BP	pathogen.big	145	NA	untreated	TRUE	0.004005991283574	TRUE	R5BP
colony07BP	pathogen.big	133	NA	untreated	TRUE	0.002125325730065	TRUE	R7BP
colony05BP	pathogen.big	146	NA	untreated	TRUE	0.005983151502798	TRUE	R5BP
colony07BP	pathogen.big	134	NA	untreated	TRUE	0.129721660734192	TRUE	R7BP
colony03BP	pathogen.big	136	NA	treated	TRUE	8.19103911798827	TRUE	R3BP
colony07BP	pathogen.big	135	NA	untreated	TRUE	0.004464147133031	TRUE	R7BP
colony07BP	pathogen.big	136	NA	untreated	TRUE	0.001591644232945	TRUE	R7BP
colony07BP	pathogen.big	137	NA	untreated	TRUE	0.000148140907234	FALSE	R7BP
colony07BP	pathogen.big	139	NA	untreated	TRUE	0.001635377431062	TRUE	R7BP
colony07BP	pathogen.big	139	NA	untreated	TRUE	0.001657692604692	TRUE	R7BP
colony07BP	pathogen.big	140	NA	untreated	TRUE	0.001047990872098	TRUE	R7BP
colony07BP	pathogen.big	141	NA	untreated	TRUE	0.079533391090587	TRUE	R7BP
colony07BP	pathogen.big	142	NA	untreated	TRUE	0.001073074809753	TRUE	R7BP
colony07BP	pathogen.big	143	NA	untreated	TRUE	0.00042471245776	TRUE	R7BP
colony07BP	pathogen.big	144	NA	untreated	TRUE	0.006855347906858	TRUE	R7BP
colony07BP	pathogen.big	145	NA	untreated	TRUE	0.015538979723997	TRUE	R7BP
colony12BP	pathogen.big	141	NA	untreated	TRUE	0.014468982787527	TRUE	R12BP
colony07BP	pathogen.big	146	NA	untreated	TRUE	0.009519957290319	TRUE	R7BP
colony12BP	pathogen.big	142	NA	untreated	TRUE	0.000001	FALSE	R12BP
colony07BP	pathogen.big	147	NA	untreated	TRUE	0.00136063613336	TRUE	R7BP
colony07BP	pathogen.big	148	NA	untreated	TRUE	0.000281317338521	FALSE	R7BP
colony07BP	pathogen.big	149	NA	treated	TRUE	1.0019591138899	TRUE	R7BP
colony12BP	pathogen.big	143	NA	untreated	TRUE	0.001697479350976	TRUE	R12BP
colony12BP	pathogen.big	143	NA	untreated	TRUE	0.000900811662074	TRUE	R12BP
colony08BP	pathogen.big	135	NA	untreated	TRUE	0.014612078611285	TRUE	R8BP
colony12BP	pathogen.big	144	NA	untreated	TRUE	0.008920578103363	TRUE	R12BP
colony12BP	pathogen.big	145	NA	untreated	TRUE	0.006975799668428	TRUE	R12BP
colony08BP	pathogen.big	136	NA	untreated	TRUE	0.005386665405021	TRUE	R8BP
colony12BP	pathogen.big	146	NA	untreated	TRUE	0.003795639871005	TRUE	R12BP
colony12BP	pathogen.big	147	NA	untreated	TRUE	0.002284294005096	TRUE	R12BP
colony08BP	pathogen.big	137	NA	untreated	TRUE	0.006354830920372	TRUE	R8BP
colony12BP	pathogen.big	148	NA	untreated	TRUE	0.023032018462433	TRUE	R12BP
colony08BP	pathogen.big	138	NA	untreated	TRUE	0.000555847939382	TRUE	R8BP
colony12BP	pathogen.big	149	NA	untreated	TRUE	0.002259347328719	TRUE	R12BP
colony08BP	pathogen.big	139	NA	untreated	TRUE	0.001253985457499	TRUE	R8BP
colony11SP	pathogen.small	26	NA	untreated	TRUE	0.001517349060122	TRUE	R11SP
colony08BP	pathogen.big	140	NA	untreated	TRUE	0.318388959741446	TRUE	R8BP
colony11SP	pathogen.small	27	NA	untreated	TRUE	0.009038721392404	TRUE	R11SP
colony12BP	pathogen.big	150	NA	untreated	TRUE	0.006490841437016	TRUE	R12BP
colony08BP	pathogen.big	141	NA	untreated	TRUE	0.004256253633424	TRUE	R8BP
colony11SP	pathogen.small	28	NA	untreated	TRUE	0.005901820546436	TRUE	R11SP
colony08BP	pathogen.big	142	NA	treated	TRUE	6.53010252633909	TRUE	R8BP
colony11SP	pathogen.small	29	NA	treated	TRUE	3.66757496873477	TRUE	R11SP
colony12BP	pathogen.big	151	NA	untreated	TRUE	0.066379962083208	TRUE	R12BP
colony08BP	pathogen.big	143	NA	untreated	TRUE	0.008031053148086	TRUE	R8BP
colony11SP	pathogen.small	30	NA	untreated	TRUE	0.006985628727292	TRUE	R11SP
colony08BP	pathogen.big	144	NA	untreated	TRUE	0.006195872896985	TRUE	R8BP
colony12BP	pathogen.big	152	NA	untreated	TRUE	0.00515025817332	TRUE	R12BP
colony08BP	pathogen.big	145	NA	untreated	TRUE	0.021173980071741	TRUE	R8BP
colony08BP	pathogen.big	146	NA	untreated	TRUE	0.009249622319661	TRUE	R8BP
colony12BP	pathogen.big	153	NA	untreated	TRUE	0.00219533094914	TRUE	R12BP
colony08BP	pathogen.big	147	NA	untreated	TRUE	0.010423030293453	TRUE	R8BP
colony08BP	pathogen.big	148	NA	untreated	TRUE	0.071868321179824	TRUE	R8BP
colony12BP	pathogen.big	154	NA	untreated	TRUE	0.011719146948796	TRUE	R12BP
colony05SP	pathogen.small	25	NA	treated	TRUE	1.23567995022421	TRUE	R5SP
colony12BP	pathogen.big	155	NA	untreated	TRUE	0.011644530962549	TRUE	R12BP
colony03BP	pathogen.big	138	NA	untreated	TRUE	0.061008451220829	TRUE	R3BP
colony03BP	pathogen.big	139	NA	untreated	TRUE	0.034033608600669	TRUE	R3BP
colony03BP	pathogen.big	140	NA	untreated	TRUE	0.016728384417832	TRUE	R3BP
colony03BP	pathogen.big	141	NA	untreated	TRUE	0.008637299915613	TRUE	R3BP
colony03BP	pathogen.big	142	NA	untreated	TRUE	0.003874556515222	TRUE	R3BP
colony03BP	pathogen.big	143	NA	untreated	TRUE	0.007300187251202	TRUE	R3BP
colony03BP	pathogen.big	144	NA	untreated	TRUE	0.14387256950664	TRUE	R3BP
colony03BP	pathogen.big	145	NA	untreated	TRUE	0.003061350107597	TRUE	R3BP
colony05SP	pathogen.small	26	NA	untreated	TRUE	0.003224786744654	TRUE	R5SP
colony03BP	pathogen.big	146	NA	untreated	TRUE	0.003159773845712	TRUE	R3BP
colony05SP	pathogen.small	27	NA	untreated	TRUE	0.002013905092068	TRUE	R5SP
colony03BP	pathogen.big	147	NA	untreated	TRUE	0.003999125193212	TRUE	R3BP
colony05SP	pathogen.small	28	NA	untreated	TRUE	0.057379729954482	TRUE	R5SP
colony02SP	pathogen.small	25	NA	untreated	TRUE	0.003064763734659	TRUE	R2SP
colony03BP	pathogen.big	148	NA	untreated	TRUE	0.025174566451124	TRUE	R3BP
colony02SP	pathogen.small	26	NA	untreated	TRUE	0.049098135486642	TRUE	R2SP
colony03BP	pathogen.big	149	NA	untreated	TRUE	0.002461721960956	TRUE	R3BP
colony02SP	pathogen.small	27	NA	untreated	TRUE	0.00041971984132	TRUE	R2SP
colony03BP	pathogen.big	150	NA	untreated	TRUE	0.001004278117892	TRUE	R3BP
colony03BP	pathogen.big	151	NA	untreated	TRUE	0.004953999974336	TRUE	R3BP
colony03BP	pathogen.big	152	NA	untreated	TRUE	0.211456237297274	TRUE	R3BP
colony03BP	pathogen.big	153	NA	untreated	TRUE	0.003714479792125	TRUE	R3BP
colony07BP	pathogen.big	150	NA	untreated	TRUE	0.002132573459583	TRUE	R7BP
colony07SP	pathogen.small	23	NA	untreated	TRUE	0.003732931322819	TRUE	R7SP
colony03BP	pathogen.big	154	NA	untreated	TRUE	0.004887063701822	TRUE	R3BP
colony07BP	pathogen.big	151	NA	treated	TRUE	6.361689963838	TRUE	R7BP
colony07SP	pathogen.small	24	NA	untreated	TRUE	0.004418445474667	TRUE	R7SP
colony03BP	pathogen.big	155	NA	treated	TRUE	8.32024280022926	TRUE	R3BP
colony07BP	pathogen.big	152	NA	untreated	TRUE	0.002176581833098	TRUE	R7BP
colony07SP	pathogen.small	25	NA	untreated	TRUE	0.001065955316509	TRUE	R7SP
colony03BP	pathogen.big	156	NA	untreated	TRUE	0.007350011185348	TRUE	R3BP
colony07BP	pathogen.big	153	NA	untreated	TRUE	0.139952448193976	TRUE	R7BP
colony03BP	pathogen.big	157	NA	untreated	TRUE	0.001447644751079	TRUE	R3BP
colony07BP	pathogen.big	154	NA	untreated	TRUE	0.004556270503305	TRUE	R7BP
colony03BP	pathogen.big	158	NA	untreated	TRUE	0.354868948768519	TRUE	R3BP
colony07BP	pathogen.big	155	NA	untreated	TRUE	0.003165264449295	TRUE	R7BP
colony01SP	pathogen.small	23	NA	untreated	TRUE	0.018025714989	TRUE	R1SP
colony03BP	pathogen.big	159	NA	untreated	TRUE	0.084419738005762	TRUE	R3BP
colony07BP	pathogen.big	156	NA	untreated	TRUE	0.067543179409584	TRUE	R7BP
colony01SP	pathogen.small	24	NA	untreated	TRUE	0.003469568769823	TRUE	R1SP
colony03BP	pathogen.big	160	NA	untreated	TRUE	0.017554966296212	TRUE	R3BP
colony07BP	pathogen.big	157	NA	untreated	TRUE	0.023429768633186	TRUE	R7BP
colony03BP	pathogen.big	161	NA	untreated	TRUE	0.013170977262012	TRUE	R3BP
colony07BP	pathogen.big	158	NA	treated	TRUE	3.46276086007541	TRUE	R7BP
colony05BP	pathogen.big	147	NA	untreated	TRUE	0.0088212473505	TRUE	R5BP
colony07BP	pathogen.big	159	NA	untreated	TRUE	0.006094316430358	TRUE	R7BP
colony01SP	pathogen.small	25	NA	untreated	TRUE	0.00915446566209	TRUE	R1SP
colony05BP	pathogen.big	148	NA	untreated	TRUE	0.001063310249096	TRUE	R5BP
colony07BP	pathogen.big	160	NA	treated	TRUE	6.14602043619847	TRUE	R7BP
colony05BP	pathogen.big	149	NA	untreated	TRUE	0.015689893655746	TRUE	R5BP
colony07BP	pathogen.big	161	NA	untreated	TRUE	0.048036073426196	TRUE	R7BP
colony05BP	pathogen.big	150	NA	untreated	TRUE	0.008403399296499	TRUE	R5BP
colony07BP	pathogen.big	162	NA	untreated	TRUE	0.024938624723152	TRUE	R7BP
colony05BP	pathogen.big	151	NA	untreated	TRUE	0.007218051892607	TRUE	R5BP
colony07BP	pathogen.big	163	NA	untreated	TRUE	0.002989131353732	TRUE	R7BP
colony05BP	pathogen.big	152	NA	untreated	TRUE	0.0012911003534	TRUE	R5BP
colony07BP	pathogen.big	164	NA	untreated	TRUE	0.001805614359937	TRUE	R7BP
colony05BP	pathogen.big	153	NA	untreated	TRUE	0.000789587019337	TRUE	R5BP
colony05BP	pathogen.big	154	NA	untreated	TRUE	0.075343362771608	TRUE	R5BP
colony07BP	pathogen.big	165	NA	untreated	TRUE	0.189481581111015	TRUE	R7BP
colony05BP	pathogen.big	155	NA	untreated	TRUE	0.052273309886404	TRUE	R5BP
colony07BP	pathogen.big	166	NA	treated	TRUE	2.58077414993723	TRUE	R7BP
colony12BP	pathogen.big	156	NA	untreated	TRUE	0.001719131111835	TRUE	R12BP
colony05BP	pathogen.big	156	NA	untreated	TRUE	0.010850506213722	TRUE	R5BP
colony07BP	pathogen.big	167	NA	untreated	TRUE	0.177020066678928	TRUE	R7BP
colony12BP	pathogen.big	157	NA	untreated	TRUE	0.001778107443489	TRUE	R12BP
colony05BP	pathogen.big	157	NA	untreated	TRUE	0.003153116375332	TRUE	R5BP
colony12BP	pathogen.big	158	NA	untreated	TRUE	0.004382278761037	TRUE	R12BP
colony05BP	pathogen.big	158	NA	untreated	TRUE	0.111803397200613	TRUE	R5BP
colony05BP	pathogen.big	159	NA	untreated	TRUE	0.02112905141906	TRUE	R5BP
colony12BP	pathogen.big	159	NA	untreated	TRUE	0.002266574508102	TRUE	R12BP
colony05BP	pathogen.big	160	NA	untreated	TRUE	0.005122594749184	TRUE	R5BP
colony08BP	pathogen.big	149	NA	untreated	TRUE	0.010516954620734	TRUE	R8BP
colony12BP	pathogen.big	160	NA	untreated	TRUE	0.00134434272095	TRUE	R12BP
colony08BP	pathogen.big	150	NA	untreated	TRUE	0.001032262142065	TRUE	R8BP
colony12BP	pathogen.big	161	NA	untreated	TRUE	0.00581480292195	TRUE	R12BP
colony05BP	pathogen.big	162	NA	untreated	TRUE	0.0012911003534	TRUE	R5BP
colony08BP	pathogen.big	151	NA	untreated	TRUE	0.335077294361505	TRUE	R8BP
colony12BP	pathogen.big	162	NA	untreated	TRUE	0.005712431430101	TRUE	R12BP
colony05BP	pathogen.big	163	NA	untreated	TRUE	0.002402813149625	TRUE	R5BP
colony08BP	pathogen.big	152	NA	untreated	TRUE	0.012431756641907	TRUE	R8BP
colony05BP	pathogen.big	164	NA	untreated	TRUE	0.173594115756239	TRUE	R5BP
colony08BP	pathogen.big	153	NA	untreated	TRUE	0.001122659355931	TRUE	R8BP
colony05BP	pathogen.big	165	NA	untreated	TRUE	0.003916291409568	TRUE	R5BP
colony08BP	pathogen.big	154	NA	untreated	TRUE	0.002082044463823	TRUE	R8BP
colony12BP	pathogen.big	164	NA	untreated	TRUE	0.003383397312474	TRUE	R12BP
colony05BP	pathogen.big	166	NA	untreated	TRUE	0.003062633297932	TRUE	R5BP
colony08BP	pathogen.big	155	NA	untreated	TRUE	0.013694746577297	TRUE	R8BP
colony01SP	pathogen.small	27	NA	untreated	TRUE	0.010596977201778	TRUE	R1SP
colony05BP	pathogen.big	167	NA	untreated	TRUE	0.010236700568047	TRUE	R5BP
colony01SP	pathogen.small	28	NA	untreated	TRUE	0.006766911551921	TRUE	R1SP
colony05BP	pathogen.big	168	NA	untreated	TRUE	0.015997421951396	TRUE	R5BP
